-1;99;100;-1;88;-1;-1;-1;3.7;70000;277;63;0.714;3.230;2857;4.287;7;1.633;-1;-1;-1;-1;-1;-1;1.748;3.906;7503;9.003;24;2.666;-1;-1;-1;-1;-1;-1;0.010;1.008;147;4.891;1;0.204;-1;-1;60;0.678;0;-1;0.391;2.004;99036;7.198;7;0.972;0.382;0.729;97510;74.745;40;0.535;96;100;97;94;56;-1;13.0;-1;8.8;12.4;11.4;14.5;-1;4.6;2.5;1;8.0;2.9;1;190;-1;55;78;4;-1;1;-1;-1;-1;100;100;29.3;5.0;0;97;3.06;1.49;1.98;136.18;0.24;0.74;1.0168;1.0800;0.8887;1.0342;1.0180;18.0;-1;23.1;20.6;5.3;15.1;17.9;13.2;99;99;100;100;98;84;94;98;1;0;1;1;-1;96;98;100;86;-1;99;97;90;87;97;85;89;34;4
-1;94;100;-1;-1;-1;-1;-1;3.1;70000;245;65;-1;2.331;856;1.285;0;0.000;-1;-1;-1;-1;-1;-1;0.014;1.408;2694;3.503;1;0.285;-1;-1;-1;-1;-1;-1;0.112;2.217;86;2.981;2;0.671;-1;-1;68;0.844;0;-1;0.159;4.753;37768;1.520;2;1.316;0.095;0.683;35856;17.086;5;0.293;97;90;100;96;85;-1;18.0;-1;7.8;17.1;14.0;15.6;-1;12.4;9.7;1;6.9;4.1;0;144;-1;29;81;3;76;1;56;98;6;96;97;43.5;3.4;30;97;2.69;2.62;1.53;135.21;0.32;0.65;0.9519;0.9486;0.8952;1.2298;0.9970;17.1;-1;19.6;20.3;6.2;16.1;17.3;13.8;98;100;100;99;100;-1;99;99;0;0;0;0;-1;82;99;99;100;-1;99;87;88;66;80;99;-1;100;29
-1;99;100;-1;98;-1;-1;-1;3.2;50000;212;92;0.137;1.037;5575;9.306;4;0.430;-1;-1;-1;-1;-1;-1;0.181;1.092;6104;10.149;5;0.493;-1;-1;-1;-1;-1;-1;0.388;2.943;97;3.279;4;1.220;-1;-1;72;0.754;4;-1;0.240;3.402;57545;2.577;3;1.164;0.429;1.060;55089;30.272;21;0.694;98;100;100;99;58;-1;18.4;-1;7.1;14.2;15.0;17.9;-1;12.8;5.4;1;4.8;3.7;1;125;-1;10;-1;0;-1;1;-1;-1;-1;99;99;44.0;8.2;3;97;4.29;1.60;1.72;136.43;0.38;0.81;0.9031;0.9559;0.8529;0.8019;0.9736;16.3;-1;19.8;19.3;4.2;14.5;16.9;12.5;99;100;100;100;99;100;98;99;1;0;0;0;-1;84;97;99;100;-1;98;91;86;85;89;75;98;67;12
-1;-1;-1;-1;-1;-1;-1;-1;3.1;10000;214;60;-1;-1;22;0.051;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;182;0.473;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;0.311;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;7976;0.375;0;-1;0.379;2.724;7976;4.284;5;1.167;89;98;-1;99;64;-1;-1;-1;10.2;13.7;16.1;15.6;-1;34.7;1.5;1;-1;-1;1;99;-1;29;71;3;-1;1;-1;93;8;-1;-1;-1;12.8;-1;89;4.01;1.88;1.86;-1;0.40;0.89;-1;1.0380;1.0526;-1;0.9891;-1;-1;21.5;23.8;-1;16.3;17.2;13.4;-1;100;100;100;100;-1;100;100;0;0;0;0;-1;87;91;82;-1;-1;100;-1;-1;77;84;-1;-1;-1;-1
-1;100;100;-1;96;-1;-1;-1;3.4;50000;255;83;0.572;1.536;7791;16.554;16;0.967;-1;-1;-1;-1;-1;-1;0.434;1.166;10017;21.804;16;0.734;-1;-1;-1;-1;-1;-1;0.056;1.109;185;5.960;2;0.336;0.031;3.043;159;1.621;1;0.617;1.771;5.034;83079;5.162;16;3.100;0.932;1.534;83079;54.741;66;1.206;100;100;100;90;76;-1;15.9;-1;8.9;12.7;16.2;14.0;-1;6.2;12.9;1;-1;2.9;1;137;-1;34;72;3;-1;1;-1;-1;-1;99;99;41.4;-1;9;99;3.44;1.57;1.14;140.04;0.31;0.60;1.0188;0.9830;0.8961;1.0763;0.9654;18.0;-1;20.6;20.8;5.6;14.7;17.1;12.7;99;100;100;100;99;96;98;98;1;0;1;1;-1;73;99;98;94;-1;99;91;85;73;84;93;100;96;13
-1;100;100;-1;-1;-1;-1;-1;3.2;30000;215;80;-1;-1;249;0.374;0;-1;-1;-1;-1;-1;-1;-1;-1;1.632;1413;1.836;0;0.000;-1;-1;-1;-1;-1;-1;-1;-1;25;0.871;1;-1;-1;-1;47;0.613;1;-1;0.014;3.048;16518;1.828;1;0.547;0.283;1.680;16423;7.773;6;0.772;100;100;100;100;88;-1;18.7;-1;8.9;13.0;19.4;16.4;-1;15.4;18.9;1;6.3;-1;1;123;-1;35;63;1;88;1;-1;97;0;100;100;35.9;5.0;9;90;4.63;1.82;2.90;-1;0.40;1.02;1.0097;1.0261;1.0202;1.0173;1.0947;17.9;-1;21.3;23.1;5.2;15.4;19.1;13.0;100;100;100;97;100;-1;100;100;0;0;0;1;-1;97;100;100;-1;-1;100;100;-1;98;96;85;100;100;-1
-1;97;100;-1;100;-1;-1;-1;3.6;50000;291;82;0.034;0.662;5274;9.977;2;0.200;-1;-1;-1;-1;-1;-1;0.054;0.581;6701;14.043;3;0.214;-1;-1;-1;-1;-1;-1;0.008;0.749;200;6.587;1;0.152;0.047;4.666;116;1.057;1;0.946;0.528;3.795;52667;3.075;5;1.626;0.233;0.749;52667;29.697;13;0.438;99;100;99;97;70;-1;12.7;-1;10.7;14.0;14.1;16.3;-1;32.9;1.0;1;3.6;3.2;1;162;-1;29;71;1;-1;1;-1;-1;-1;99;93;38.7;9.8;5;98;3.33;1.96;2.34;136.34;0.37;0.88;1.0601;0.9067;0.9968;1.2319;1.0259;18.6;-1;18.7;22.6;6.2;15.8;17.8;14.5;98;100;100;99;98;100;99;100;1;0;0;0;-1;92;95;100;100;-1;99;97;98;89;95;98;100;93;5
-1;-1;-1;-1;-1;-1;-1;-1;2.4;30000;189;59;-1;2.682;744;1.117;0;0.000;-1;-1;-1;-1;-1;-1;-1;1.364;1689;2.197;0;0.000;-1;-1;-1;-1;-1;-1;0.019;1.909;78;2.584;1;0.387;-1;-1;58;0.604;0;-1;0.121;3.598;31444;2.008;2;0.996;0.017;0.520;28253;13.886;2;0.144;93;100;95;98;56;-1;15.8;-1;8.1;13.1;13.2;14.4;-1;12.4;0.8;0;-1;5.6;0;105;-1;20;56;2;54;0;40;100;6;99;100;40.3;3.7;8;96;3.82;1.61;2.01;106.80;0.33;0.76;1.0087;1.0355;0.9868;0.8929;0.9588;17.9;-1;21.5;22.7;4.6;16.4;16.6;13.1;95;99;100;100;98;-1;99;99;0;0;0;0;-1;91;100;98;83;-1;96;92;86;86;97;90;-1;100;-1
-1;-1;-1;-1;-1;-1;-1;-1;3.6;10000;160;50;-1;-1;275;0.413;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;678;0.882;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;8;0.314;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;11607;0.447;1;-1;-1;0.729;11607;5.061;0;0.000;100;99;100;100;69;-1;-1;-1;7.6;11.1;11.7;-1;-1;12.2;4.8;1;4.8;5.6;1;80;-1;22;39;1;-1;1;-1;97;6;85;100;42.3;7.0;-1;91;4.76;-1;2.34;-1;0.49;0.95;-1;1.0222;0.9234;1.1027;1.0722;-1;-1;21.2;21.0;5.6;15.0;18.7;-1;89;100;100;100;92;-1;100;100;0;0;0;0;-1;100;100;100;-1;-1;100;91;-1;99;100;-1;-1;-1;-1
-1;99;98;-1;87;-1;-1;-1;2.5;70000;412;229;0.200;0.702;10000;25.386;10;0.394;-1;-1;-1;-1;-1;-1;0.522;1.187;10776;28.626;23;0.803;-1;-1;-1;-1;-1;-1;0.009;0.900;155;5.481;1;0.182;-1;-1;83;0.902;0;-1;0.770;3.945;87121;3.656;7;1.915;0.398;0.803;75419;59.139;34;0.575;98;100;98;95;56;-1;14.2;-1;9.2;12.1;13.1;17.3;-1;20.7;2.0;1;-1;3.8;1;174;-1;30;62;5;-1;1;-1;-1;-1;99;98;36.4;5.6;21;95;3.04;1.59;1.53;134.95;0.40;0.67;1.0913;0.9383;1.0570;1.0431;1.0850;19.1;-1;19.4;23.9;5.3;16.4;18.9;14.1;97;98;100;99;96;100;94;96;1;0;1;1;-1;87;95;100;98;69;98;98;84;88;85;97;97;87;12
-1;97;98;-1;100;-1;-1;-1;3.1;50000;331;140;0.261;1.581;4754;7.012;5;0.713;-1;-1;-1;-1;-1;-1;0.622;1.952;7628;10.449;12;1.148;-1;-1;-1;-1;-1;-1;0.077;1.519;129;4.350;2;0.460;-1;1.721;164;1.741;0;0.000;1.288;4.940;64247;3.723;10;2.686;0.854;1.557;61189;39.421;46;1.167;92;100;100;95;39;-1;16.9;-1;9.5;9.8;15.6;14.5;-1;12.6;0.0;1;-1;2.7;1;177;-1;67;103;6;-1;1;-1;-1;-1;98;99;48.9;3.3;5;93;2.31;2.09;1.70;163.67;0.39;0.75;0.9270;0.9785;0.9969;1.1326;0.9054;16.6;-1;20.3;22.5;5.8;13.9;15.6;13.9;98;100;100;100;96;89;98;99;1;0;0;1;-1;92;98;98;100;-1;94;91;87;88;90;81;-1;78;14
-1;100;100;-1;98;-1;-1;-1;3.6;50000;219;43;0.516;2.646;3188;4.716;6;1.272;-1;-1;-1;-1;-1;-1;1.335;4.001;4006;5.417;13;2.400;-1;-1;-1;-1;-1;-1;0.011;1.072;142;4.602;1;0.217;0.016;1.623;346;3.039;1;0.329;0.150;2.127;71325;4.121;3;0.728;0.321;0.746;67913;47.880;24;0.501;98;100;100;88;75;-1;17.4;-1;7.2;12.2;13.1;13.0;-1;52.9;0.8;1;5.5;3.8;1;172;-1;53;73;3;-1;1;-1;-1;-1;99;100;37.8;7.3;0;99;4.14;1.52;2.38;134.74;0.35;0.86;1.1645;0.9187;0.9450;1.0557;0.9165;20.2;-1;19.1;21.4;5.5;15.0;15.8;11.7;100;100;100;99;99;97;99;100;1;1;1;1;-1;100;100;100;96;-1;100;100;95;69;90;82;100;89;25
1;99;99;-1;92;-1;-1;-1;4.3;70000;432;209;0.617;1.024;29713;74.888;60;0.801;-1;-1;-1;-1;-1;-1;1.647;2.164;36215;108.863;206;1.892;-1;-1;-1;-1;-1;-1;0.160;0.726;497;19.080;7;0.367;0.378;1.708;644;8.105;7;0.864;1.228;2.156;348563;31.627;52;1.644;0.780;1.014;294729;260.292;232;0.891;97;100;100;87;65;-1;14.7;-1;8.3;10.9;11.5;17.4;-1;5.4;0.3;1;7.0;4.3;1;198;-1;32;88;4;-1;1;-1;-1;-1;98;91;29.6;-1;0;98;5.96;1.00;1.70;155.51;0.53;0.94;1.1871;1.0619;1.0540;1.2331;1.2371;20.6;-1;22.0;23.9;6.2;17.4;21.7;15.5;95;100;100;100;100;100;97;99;1;1;1;1;-1;98;100;100;100;93;100;100;92;90;97;98;100;81;1
-1;-1;-1;-1;-1;-1;-1;-1;-1;10000;273;78;-1;-1;126;0.190;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;466;0.605;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;5;0.159;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;9265;0.332;1;-1;0.211;1.979;9265;5.174;4;0.773;92;99;92;85;73;-1;-1;-1;8.2;10.0;11.4;16.5;-1;17.9;9.1;1;-1;-1;1;127;-1;35;75;2;-1;1;-1;96;13;-1;100;-1;8.9;-1;92;4.08;2.39;1.46;-1;0.39;0.73;-1;0.9448;0.9950;-1;1.0165;-1;-1;19.5;22.6;-1;15.9;17.7;13.3;-1;-1;-1;-1;-1;-1;-1;92;0;0;0;0;-1;91;97;97;-1;-1;94;79;40;68;76;93;-1;-1;-1
-1;100;100;-1;-1;-1;-1;-1;3.4;50000;236;90;-1;2.534;622;1.182;0;0.000;-1;-1;-1;-1;-1;-1;0.017;1.642;1502;3.004;1;0.333;-1;-1;-1;-1;-1;-1;0.023;2.297;69;2.147;1;0.466;-1;-1;37;0.486;0;-1;-1;2.691;25830;1.371;0;0.000;0.127;0.912;24422;12.788;5;0.391;100;100;100;98;90;-1;15.1;-1;8.9;12.4;11.3;19.6;26;6.6;13.8;1;11.3;3.1;1;123;64;22;58;1;83;1;-1;100;5;100;100;42.6;6.2;23;100;2.59;3.08;1.81;160.53;0.40;0.73;0.9370;1.0400;0.9695;1.1033;1.0538;16.8;-1;21.5;21.9;5.6;15.4;18.4;12.7;100;100;100;100;100;-1;100;100;0;0;0;0;-1;100;100;100;100;36;100;100;100;99;99;98;100;100;-1
-1;-1;-1;-1;-1;-1;-1;-1;3.3;10000;194;46;-1;-1;134;0.203;0;-1;-1;-1;-1;-1;-1;-1;-1;2.928;787;1.023;0;0.000;-1;-1;-1;-1;-1;-1;-1;-1;26;0.816;0;-1;-1;-1;17;0.201;0;-1;-1;-1;15945;0.601;0;-1;-1;0.533;15007;6.920;0;0.000;100;100;-1;99;73;-1;-1;-1;8.2;12.2;13.0;15.8;24;9.1;9.0;1;-1;-1;0;105;83;12;44;2;-1;1;-1;100;4;100;98;29.9;6.2;2;96;2.53;1.78;2.61;-1;0.38;0.85;-1;0.9654;0.9694;0.9387;0.9830;-1;-1;20.0;22.0;4.8;14.8;17.0;14.1;100;100;100;99;99;-1;100;100;0;0;0;0;-1;99;95;95;-1;-1;98;93;98;96;98;100;-1;-1;-1
-1;93;97;-1;-1;-1;-1;-1;3.8;30000;190;73;-1;-1;287;0.432;0;-1;-1;-1;-1;-1;-1;-1;0.049;4.793;792;1.029;1;0.972;-1;-1;-1;-1;-1;-1;-1;-1;26;0.854;0;-1;-1;-1;3;0.066;0;-1;-1;-1;13018;0.467;0;-1;0.043;1.273;13018;5.677;2;0.352;96;100;100;99;81;-1;17.5;-1;7.5;10.3;12.2;15.2;-1;8.8;9.7;0;8.6;-1;0;93;-1;20;58;1;-1;1;-1;-1;-1;100;96;49.6;19.0;-1;94;4.98;1.73;1.72;120.47;0.35;0.83;1.0542;1.0111;1.0912;1.0944;1.0391;18.6;-1;20.9;24.6;5.6;16.6;18.1;13.6;97;98;100;99;100;-1;96;100;0;0;0;1;-1;86;94;100;-1;-1;100;97;86;80;93;100;100;88;-1
-1;98;99;-1;100;100;100;90;2.8;70000;300;87;0.420;1.093;11746;24.394;17;0.697;-1;-1;-1;-1;-1;-1;0.687;1.280;16209;42.150;40;0.949;-1;-1;-1;-1;-1;-1;0.343;1.134;514;16.853;11;0.653;0.672;2.530;661;6.529;9;1.378;0.850;1.941;236321;19.019;25;1.314;0.536;0.774;213847;184.031;119;0.647;97;99;98;96;76;-1;15.0;-1;8.0;12.1;12.5;17.9;-1;22.0;0.5;1;7.5;5.1;1;162;-1;50;68;4;-1;1;-1;-1;-1;99;100;37.1;6.6;30;96;3.96;2.20;2.47;138.83;0.27;0.91;0.9892;0.9674;0.9957;1.0040;0.9265;17.5;-1;20.0;22.5;5.1;15.2;16.0;14.4;99;98;100;99;98;97;99;99;1;0;1;1;-1;99;100;100;99;100;99;99;100;79;92;99;100;89;7
-1;100;99;-1;90;-1;-1;-1;5.7;50000;353;117;0.035;0.682;4914;9.683;2;0.207;-1;-1;-1;-1;-1;-1;0.021;0.409;8409;16.140;2;0.124;-1;-1;-1;-1;-1;-1;-1;0.715;119;4.188;0;0.000;-1;2.764;93;1.084;0;0.000;1.872;5.745;71124;4.089;14;3.424;0.630;1.192;71124;46.670;41;0.879;87;100;100;99;39;-1;16.7;-1;7.1;11.9;15.9;15.8;-1;15.7;15.3;1;6.6;4.2;1;178;-1;53;76;1;-1;1;-1;-1;-1;99;99;43.3;7.0;2;96;5.89;2.02;1.54;110.21;0.37;0.83;1.0023;0.9474;0.9947;1.3853;0.9577;17.8;-1;19.6;22.5;7.0;16.6;16.6;15.2;93;100;99;99;93;95;93;97;0;0;0;1;-1;97;99;100;96;92;99;96;93;83;87;79;100;97;24
